API WELL  NUMBER,Production Year,"QUARTER 1,2,3,4",OWNER NAME,COUNTY,TOWNSHIP,WELL NAME,WELL NUMBER,OIL,GAS,BRINE,DAYS
34013209230000,2020,1,ANTERO RESOURCES  CORPORATION,BELMONT,KIRKWOOD,HORSESHOE UNIT     1H,1H,0,0,0,91
34059243520000,2020,1,ANTERO RESOURCES  CORPORATION,GUERNSEY,MILLWOOD,J HALL UNIT     10H,10H,1,"32,293",55,91
34059242550000,2020,1,ANTERO RESOURCES  CORPORATION,GUERNSEY,MILLWOOD,J ANDERSON     2H,2H,92,"27,276",242,91
34059242540000,2020,1,ANTERO RESOURCES  CORPORATION,GUERNSEY,MILLWOOD,J ANDERSON     3H,3H,103,"28,393",254,91
34059242560000,2020,1,ANTERO RESOURCES  CORPORATION,GUERNSEY,MILLWOOD,J ANDERSON     4H,4H,107,"31,521",255,91
34059242520100,2020,1,ANTERO RESOURCES  CORPORATION,GUERNSEY,MILLWOOD,J ANDERSON     1H,1H,130,"31,334",324,91
34059242530000,2020,1,ANTERO RESOURCES  CORPORATION,GUERNSEY,MILLWOOD,J ANDERSON     5H,5H,158,"46,773",209,91
34059243560000,2020,1,ANTERO RESOURCES  CORPORATION,GUERNSEY,MILLWOOD,J HALL UNIT     2H,2H,292,"62,980",708,91
34059243550000,2020,1,ANTERO RESOURCES  CORPORATION,GUERNSEY,MILLWOOD,J HALL UNIT     4H,4H,2,"21,913",54,91
34059243510000,2020,1,ANTERO RESOURCES  CORPORATION,GUERNSEY,MILLWOOD,J HALL UNIT     12H,12H,204,"34,477",693,91
34059243540000,2020,1,ANTERO RESOURCES  CORPORATION,GUERNSEY,MILLWOOD,J HALL UNIT     6H,6H,2,"49,368","1,215",91
34059243530000,2020,1,ANTERO RESOURCES  CORPORATION,GUERNSEY,MILLWOOD,J HALL UNIT     8H,8H,361,"39,997",841,91
34111245260000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,FRANKLIN,DIMMERLING UNIT     3H,3H,65,"82,328",493,91
34111245180000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,MONROE FARMS UNIT     4H,4H,77,"98,056","1,121",91
34111245900000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,FRANKLIN,ROXIE UNIT     2H,2H,74,"93,671",534,91
34111246110000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,CLARA UNIT     1H,1H,88,"112,070","1,036",91
34111244120000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,NORMAN UNIT     2H,2H,37,"42,948",850,90
34111245270000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,FRANKLIN,DIMMERLING UNIT     1H,1H,73,"93,209",557,91
34111245300000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,BIEDENBACH UNIT     1H,1H,47,"59,712",656,91
34111245250000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,FRANKLIN,BENATAR UNIT     2H,2H,54,"68,400",410,91
34111245320000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,BIEDENBACH UNIT     3H,3H,45,"57,468",628,91
34111246200000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,LAYTON UNIT     1H,1H,76,"96,919",638,91
34111246910000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,STREAMER UNIT     2H,2H,0,"222,819","3,577",91
34111247230000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CARLIN UNIT     2H,2H,0,"322,532","6,587",90
34111247440000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,HARRISON UNIT     1H,1H,0,"512,127","5,217",91
34111245200000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,MONROE FARMS UNIT     1H,1H,133,"169,930","1,941",91
34111245280000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,FRANKLIN,DIMMERLING UNIT     2H,2H,63,"80,482",485,91
34111245340000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,KURTZ UNIT     1H,1H,100,"126,981","1,375",91
34111245560000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,ULRICH UNIT     1H,1H,55,"70,792",351,91
34111244920000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,LORADITCH UNIT     1H,1H,58,"75,778",963,90
34111246190000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CRESTONE UNIT     1H,1H,0,"647,626","7,435",91
34111245790000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,FRANKLIN,ROXIE UNIT     1H,1H,86,"109,810",625,91
34111244440000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,FRANKLIN UNIT     3H,3H,58,"74,828",749,91
34111244260000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,MCDOUGAL UNIT     1H,1H,61,"77,790",851,91
34111244050000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,BETHEL,HERCHER SOUTH     1H,1H,0,"78,926",639,91
34111243700000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,ET RUBEL UNIT     3H,3H,45,"58,186",669,91
34111243630000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,NORMAN UNIT     1H,1H,31,"40,023",240,91
34111245190000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,MONROE FARMS UNIT     3H,3H,83,"105,731","1,209",91
34111245210000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,MONROE FARMS UNIT     2H,2H,90,"114,969","1,314",91
34111245310000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,BIEDENBACH UNIT     2H,2H,30,"38,090",421,91
34111245500000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,KURTZ EAST UNIT     4H,4H,77,"98,050","1,065",91
34111245750000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,DELONG UNIT     2H,2H,62,"77,300",981,91
34111245770000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,DELONG UNIT     4H,4H,66,"84,939",996,91
34111245490000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,KURTZ EAST UNIT     5H,5H,100,"127,685","1,383",91
34111245880000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,FRANKLIN,ROXIE UNIT     4H,4H,74,"94,115",536,91
34111245890000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,FRANKLIN,ROXIE UNIT     3H,3H,74,"94,516",539,91
34111247310000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,LORAINE UNIT     1H,1H,0,"1,498,999","14,663",91
34111247070000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,MANN UNIT     2H,2H,0,"248,030","4,129",91
34111246920000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,STREAMER UNIT     3H,3H,0,"268,107","4,299",91
34111244090000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,BETHEL,HERCHER NORTH     1H,1H,0,"69,090",562,91
34111246140000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,CLARA UNIT     4H,4H,125,"159,312","1,470",91
34111244490000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,KEYLOR UNIT     1H,1H,66,"84,175",839,91
34111245520000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,KURTZ UNIT     2H,2H,75,"95,225","1,032",91
34111245510000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,KURTZ UNIT     3H,3H,82,"104,090","1,127",91
34111245530000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,ULRICH UNIT     3H,3H,65,"82,861",413,91
34111246240000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CADDIS UNIT     1H,1H,0,"253,173","4,003",91
34111243740000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,GARY UNIT     2H,2H,65,"83,064",496,91
34111246930000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CADDIS UNIT     2H,2H,0,"235,344","3,721",91
34111246940000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CADDIS UNIT     3H,3H,0,"235,964","3,731",91
34111247060000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,MANN UNIT     4H,4H,0,"376,376","4,697",91
34111247300000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,HARPER UNIT     2H,2H,0,"1,027,139","10,026",91
34111247330000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,HARRISON UNIT     2H,2H,0,"490,222","9,863",91
34111248150000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,MCCHESNEY UNIT     2H,2H,0,"572,668","7,842",91
34111248160000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,MCCHESNEY UNIT     1H,1H,0,"863,705","11,823",91
34111244940000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,LORADITCH UNIT     3H,3H,55,"72,740",919,91
34111243530100,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,FRANKLIN,WOLF PEN     3H,3H,0,"47,175",565,91
34111246210000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,LAYTON UNIT     2H,2H,71,"91,001",600,91
34111243310100,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,ET RUBEL UNIT     1H,1H,51,"65,102",748,91
34111247050000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,MANN UNIT     3H,3H,0,"291,328","3,634",91
34111247220000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CARLIN UNIT     1H,1H,0,"366,511","7,463",91
34111247280000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CRESTONE UNIT     2H,2H,0,"534,171","6,134",91
34111247290000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CRESTONE  UNIT     3H,3H,0,"444,464","5,107",91
34111247320000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,HARPER UNIT     1H,1H,0,"1,176,317","11,490",91
34111244900000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,LORADITCH UNIT     4H,4H,73,"92,882","1,179",91
34111244890000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,LORADITCH  UNIT     2H,2H,64,"82,307","1,042",91
34111244520000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,MCDOUGAL UNIT     3H,3H,57,"72,288",722,91
34111244450000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,FRANKLIN UNIT     2H,2H,56,"72,456",715,91
34111246130000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,CLARA UNIT     3H,3H,77,"97,381",901,91
34111245230000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,FRANKLIN,BENATAR UNIT     1H,1H,55,"69,766",416,91
34111244140100,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,BETHEL,HERCHER NORTH     2HA,2HA,0,"81,622",664,91
34111243620000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,YONTZ UNIT     1H,1H,35,"44,796",269,91
34111243690000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,ET RUBEL UNIT     2H,2H,48,"60,842",702,91
34111244470000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,MCDOUGAL UNIT     2H,2H,46,"58,872",644,91
34111243750000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,GARY UNIT     1H,1H,59,"75,832",454,91
34111246050000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,MONROE FARMS UNIT     5HA,5HA,95,"121,000","1,382",91
34111244110000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,BETHEL,HERCHER SOUTH     2H,2H,0,"48,057",394,91
34111244130000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,GARY UNIT     3H,3H,69,"87,313",526,91
34111244240000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,DK CARPENTER UNIT     1H,1H,94,"119,435","1,305",91
34111246900000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,STREAMER UNIT     1H,1H,0,"250,622","4,028",91
34111244840000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,FRANKLIN UNIT     1HA,1HA,53,"67,724",679,91
34111244230000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,DK CARPENTER UNIT     2 H,2 H,65,"82,357",14,91
34111245330000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,BIEDENBACH UNIT     4H,4H,37,"47,271",517,91
34111245540000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,ULRICH UNIT     4H,4H,97,"124,057",618,91
34111245550000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,ULRICH UNIT     2H,2H,55,"70,128",350,91
34111246120000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,CLARA UNIT     2H,2H,79,"100,553",930,91
34111245760000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,DELONG UNIT     1H,1H,63,"79,976",967,91
34111245780000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,DELONG UNIT     3H,3H,54,"71,048",813,91
34111246220000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,LAYTON UNIT     3H,3H,79,"100,471",619,91
34111246230000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,LAYTON UNIT     4H,4H,134,"171,215","1,127",91
34111246670000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,MANN UNIT     1H,1H,0,"252,030","4,196",91
34111244480000,2020,1,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,KEYLOR UNIT     2H,2H,56,"70,600",706,91
34121244970000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,CARL UNIT     2H,2H,333,"57,135",498,91
34121244070000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,MILLIGAN UNIT     3H,3H,659,"23,934",184,91
34121244000000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,WAYNE UNIT     4H,4H,774,"20,367",240,91
34121245360000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,WALSH UNIT     2H,2H,910,"226,330","1,583",91
34121245320000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,SIBERIAN UNIT     1H,1H,63,"81,030","1,036",91
34121245310000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,DAILEY UNIT     1H,1H,195,"109,422","1,221",91
34121243460200,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,MILEY UNIT     5HA,5HA,911,"19,827",325,91
34121244110000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,COAL UNIT     2H,2H,"1,433","40,179",394,91
34121245020000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,ERVIN UNIT     3H,3H,159,"57,626",275,91
34121244540000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,FRAKES UNIT     2H,2H,293,"55,401",527,91
34121244940000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,GRISSOM UNIT     4H,4H,233,"63,185",845,91
34121244890000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DIAMOND UNIT     1H,1H,247,"95,101","1,625",91
34121244850000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,GRISSOM UNIT     1H,1H,248,"50,912","1,070",91
34121244770000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,KAHRIG UNIT     2H,2H,63,"76,197",553,90
34121244720000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,NEUHART WEST UNIT     2H,2H,"2,000","34,849",518,91
34121244550000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,FRAKES UNIT     1H,1H,196,"59,712",408,91
34121245480000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,HALL UNIT     2H,2H,"1,036","127,236","1,284",91
34121245050000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,BRUCE UNIT     1H,1H,416,"46,555",721,91
34121246090000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,SLASH UNIT     2H,2H,220,"278,728","2,767",91
34121245380000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,WALSH UNIT     1H,1H,"1,449","287,857","2,507",91
34121245160000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,SENECA UNIT     1H,1H,"4,751","55,848","1,126",91
34121245110000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,HALLETT UNIT     2H,2H,197,"54,091",284,91
34121245070000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,BRUCE UNIT     3H,3H,484,"71,077",742,91
34121244990000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,ERVIN UNIT     1H,1H,251,"65,303",520,91
34121244950000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DIAMOND UNIT     3H,3H,224,"110,152","1,342",91
34121244040000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DOLLISON UNIT     1H,1H,368,"41,563",556,91
34121246170000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,WALLEYE UNIT     1H,1H,"2,815","352,709","3,722",91
34121244330000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,MYRON     1H,1H,"2,110","51,050",444,91
34121246040000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,PERSEUS UNIT     1H,1H,125,"83,426",919,91
34121246010000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,WEHR UNIT     1H,1H,68,"86,952",879,91
34121245980000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,POTTER UNIT     1H,1H,185,"126,289","1,735",91
34121244810000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,BARTO UNIT     1H,1H,100,"127,681","1,063",91
34121244780000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,KAHRIG UNIT     1H,1H,71,"85,469",611,91
34121244660000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,LAW UNIT     2H,2H,524,"44,064",285,91
34121244640000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,GRAVES UNIT     3H,3H,43,"56,917",233,91
34121244880000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DIAMOND UNIT     2H,2H,145,"95,660",677,91
34121245390000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,ILES UNIT     1H,1H,756,"223,568","1,577",91
34121243630100,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,GUERNSEY     1H,1H,224,"33,029",0,91
34121244930000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,KAHRIG UNIT     3H,3H,63,"76,980",543,91
34121244980000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,CARL UNIT     3H,3H,540,"63,476","1,056",91
34121245030000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,ERVIN UNIT     4H,4H,133,"44,237",226,91
34121245040000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,BECKER UNIT     1H,1H,388,"68,160",574,91
34121245120000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,HALLETT UNIT     3H,3H,163,"45,283",234,91
34121244860000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,GRISSOM UNIT     2H,2H,117,"51,611",311,91
34121245290000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,BECKER UNIT     2H,2H,742,"62,169","1,161",91
34121244840000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,MAHONEY UNIT     1H,1H,386,"126,798","2,295",91
34121245840000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,NOTCHTOP UNIT     1H,1H,"1,179","244,029","8,322",91
34121245890000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,ENOCH,FOGLE UNIT     1H,1H,566,"154,347","2,266",91
34121245960000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,QUINTEL UNIT     2H,2H,147,"114,035","1,683",91
34121246070000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,FULLER UNIT     1HA,1HA,905,"99,222","5,665",91
34121246160000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,QUINN UNIT     2H,2H,"2,766","425,968","3,449",91
34121246230000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DINGUS UNIT     3H,3H,728,"239,807","3,744",91
34121246310000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,MCVICKERS UNIT     2H,2H,331,"363,118","1,976",91
34121245150000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,SENECA UNIT     2H,2H,"1,924","42,629",489,91
34121244100000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,MILEY UNIT     2H,2H,"1,350","25,273",414,91
34121244310000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,MYRON UNIT     3H,3H,"1,483","38,799",297,91
34121244290000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,SCHEETZ UNIT     3H,3H,"2,105","35,954",480,91
34121244270000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,SCHEETZ UNIT     2H,2H,"1,372","23,585",309,91
34121244120000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,COAL UNIT     3H,3H,"1,121","28,801",264,91
34121244240000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,VORHIES UNIT     2H,2H,836,"41,679",283,91
34121244280000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,NEUHART UNIT     3H,3H,"1,874","28,121",481,91
34121244920000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,HALLETT UNIT     1H,1H,149,"41,698",213,91
34121244370000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DOLLISON UNIT     4H,4H,96,"58,766",198,91
34121245060000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,BRUCE UNIT     2H,2H,646,"67,254","1,437",91
34121244630000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,GRAVES UNIT     2H,2H,49,"62,021",275,91
34121244650000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,LAW UNIT     1H,1H,240,"18,887",141,91
34121244710000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,NEUHART WEST  UNIT     1H,1H,"2,398","34,835",631,91
34121243660100,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BUFFALO,SANFORD UNIT     1H,1H,695,"11,360",337,91
34121243650000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,NOBLE UNIT     1H,1H,82,"39,724",0,91
34121244730000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,GRAVES UNIT     4H,4H,66,"81,625",371,91
34121244830000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,MAHONEY UNIT     2H,2H,255,"96,286","1,398",91
34121244320000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,MYRON UNIT     2H,2H,"1,761","48,347",343,91
34121246150000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,QUINN UNIT     1H,1H,"3,614","192,140","4,861",91
34121245330000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,SIBERIAN UNIT     4H,4H,86,"109,348","1,422",91
34121245350000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,SIBERIAN UNIT     2H,2H,61,"77,940","1,016",91
34121245370000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,WALSH EAST  UNIT     1H,1H,777,"216,913","1,324",91
34121245400000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,ILES UNIT     2H,2H,907,"303,901","1,909",91
34121245490000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,HALL UNIT     1H,1H,"1,684","102,136","2,438",91
34121246100000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,SLASH UNIT     1H,1H,160,"203,180","2,018",91
34121245800000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,TURKEY UNIT     1H,1H,466,"168,411",73,91
34121244960000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,CARL UNIT     1H,1H,226,"53,582",384,91
34121245900000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,FULLER UNIT     2H,2H,769,"163,741","4,470",91
34121245970000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,POTTER UNIT     2H,2H,207,"140,404","1,927",91
34121246140000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,WOLF UNIT     1H,1H,176,"121,576","2,851",91
34121245130000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,HALLETT UNIT     4H,4H,196,"53,663",283,91
34121246180000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,QUINN UNIT     3H,3H,"2,273","372,029","2,812",91
34121246190000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,WALLEYE UNIT     2H,2H,"2,268","358,874","2,932",91
34121246220000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DINGUS UNIT     2H,2H,637,"209,905","3,276",91
34121246280000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,MCVICKERS UNIT     3H,3H,365,"382,035","3,747",91
34121246290000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,HANNAH UNIT     2H,2H,499,"483,752","2,848",91
34121246300000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,MCVICKERS UNIT     1H,1H,317,"333,292","1,878",91
34121246060000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,PERSEUS UNIT     2H,2H,131,"87,749",961,91
34121246050000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,PERSEUS UNIT     3H,3H,145,"96,741","1,060",91
34121246020000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,BRION UNIT     1H,1H,90,"114,227","1,361",91
34121246030000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,BRION UNIT     2H,2H,61,"75,437",881,91
34121244250000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,VORHIES UNIT     3H,3H,611,"49,051",218,91
34121246320000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,ENOCH,MUELLER     1H,1H,359,"198,520",908,91
34121246270000,2020,1,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,HANNAH UNIT     1H,1H,703,"522,957","4,694",91
