API WELL  NUMBER,Production Year,"QUARTER 1,2,3,4",OWNER NAME,COUNTY,TOWNSHIP,WELL NAME,WELL NUMBER,OIL,GAS,BRINE,DAYS
34111247560000,2020,1,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ZORIN     4-PPH,4-PPH,0,"141,184",0,91
34111248010000,2020,1,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ZORIN     2A-PPH,2A-PPH,0,"154,948",0,91
34111248420000,2020,1,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,MOONRAKER     1-PPH,1-PPH,0,"569,731",0,91
34111247570000,2020,1,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ZORIN     6-PPH,6-PPH,0,"393,750",0,91
34111248430000,2020,1,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,MOONRAKER     3-PPH,3-PPH,0,"483,076",0,91
34111244710100,2020,1,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,MOONRAKER     2-PPH,2-PPH,0,"153,571",0,91
34111246950000,2020,1,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,NICK NACK     2-PPH,2-PPH,0,"289,866",0,91
34111246450000,2020,1,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ODD JOB     10-PPH,10-PPH,0,"119,220",0,91
34111247540000,2020,1,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ZORIN     8-PPH,8-PPH,0,"277,565",0,91
34111246550000,2020,1,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,NICK NACK     4-PPH,4-PPH,0,"265,244",0,91
34167297320100,2020,1,DIVERSIFIED PRODUCTION LLC,WASHINGTON,SALEM,MERLIN     10PPH,10PPH,273,"85,217","1,638",91
34019221600000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,COLESCOTT 11-12-5     10H,10H,81,"41,005",325,91
34019222000000,2020,1,EAP OHIO LLC,CARROLL,PERRY,FLIGIEL 29-12-5     7H,7H,586,"21,110",178,91
34019224870000,2020,1,EAP OHIO LLC,CARROLL,LEE,WHITE 17-13-5     6H,6H,421,"38,690",266,91
34019224010000,2020,1,EAP OHIO LLC,CARROLL,LEE,COOPER 8-13-5     1H,1H,578,"67,672",293,91
34019224030000,2020,1,EAP OHIO LLC,CARROLL,LEE,COOPER 8-13-5     6H,6H,176,"33,562",272,91
34019224000000,2020,1,EAP OHIO LLC,CARROLL,LEE,COOPER 8-13-5     5H,5H,475,"47,022",126,91
34019221520100,2020,1,EAP OHIO LLC,CARROLL,PERRY,EDIE 17-13-6     6H,6H,"3,695","11,735",197,91
34019223490000,2020,1,EAP OHIO LLC,CARROLL,EAST,BUCK 24-15-5     6H,6H,321,"31,672",112,91
34019221910000,2020,1,EAP OHIO LLC,CARROLL,UNION,DAVIS FARMS 2-14-6     10H,10H,"1,260","18,560",345,91
34019222990000,2020,1,EAP OHIO LLC,CARROLL,UNION,PUTNAM 34-13-5     5H,5H,"1,887","33,040",234,91
34019221620000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,LUCAS 35-11-4     6H,6H,0,"57,603",461,91
34019223550000,2020,1,EAP OHIO LLC,CARROLL,LEE,SHAW PROPERTIES 4-13-5     8H,8H,78,"76,169",546,91
34019223520000,2020,1,EAP OHIO LLC,CARROLL,LEE,SHAW PROPERTIES 4-13-5     5H,5H,0,"39,402",417,91
34019222010000,2020,1,EAP OHIO LLC,CARROLL,PERRY,SCOTT 24-12-5     1H,1H,449,"34,056",96,91
34019221740000,2020,1,EAP OHIO LLC,CARROLL,EAST,CONIGLIO 7-14-4     1H,1H,599,"28,244",146,91
34019222150000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,SLATES 16-12-5     5H,5H,399,"31,416",102,91
34019221880000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,COLESCOTT 11-12-5     5H,5H,151,"62,165",387,91
34019221890000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,HENDERSON FAMILY 34-11-4     5H,5H,0,"59,720",536,91
34019221990000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,ELWOOD 32-12-4     1H,1H,17,"29,241",172,91
34019224290000,2020,1,EAP OHIO LLC,CARROLL,UNION,MITCHELL 34-13-5     8H,8H,582,"23,118",143,91
34019221980000,2020,1,EAP OHIO LLC,CARROLL,LEE,COE 34-12-4     8H,8H,0,"29,341",359,91
34019222020000,2020,1,EAP OHIO LLC,CARROLL,PERRY,SCOTT 24-12-5     5H,5H,405,"39,074",173,91
34019222080000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,HENDERSON FAMILY 34-11-4     8H,8H,0,"39,863",265,81
34019222090000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,HENDERSON FAMILY 34-11-4     3H,3H,0,"61,832",317,91
34019223960000,2020,1,EAP OHIO LLC,CARROLL,LEE,P BROWN 9-13-5     3H,3H,417,"45,625",431,91
34019222110000,2020,1,EAP OHIO LLC,CARROLL,EAST,HALEY 8-14-4     8H,8H,227,"35,838",155,91
34019222120100,2020,1,EAP OHIO LLC,CARROLL,FOX,KRUPRZAK 17-13-4     3H,3H,0,"18,042",143,30
34019226510000,2020,1,EAP OHIO LLC,CARROLL,WASHINGTON,DEAN OTT 7-14-5     8H,8H,201,"45,162",41,91
34019226680000,2020,1,EAP OHIO LLC,CARROLL,CENTER,GRIFFETH 7-15-6     8H,8H,"3,045","49,528",79,83
34019226720000,2020,1,EAP OHIO LLC,CARROLL,PERRY,BARNHART 36-12-5     10H,10H,"1,048","28,676",431,91
34019227100000,2020,1,EAP OHIO LLC,CARROLL,PERRY,EDIE 17-13-6     1H,1H,"10,305","88,909",298,91
34019222050000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,ELWOOD SOUTH 32-12-4     6H,6H,0,"50,901",375,91
34019227150000,2020,1,EAP OHIO LLC,CARROLL,PERRY,EDIE 17-13-6     8,8,"4,425","67,051","2,342",91
34019222030000,2020,1,EAP OHIO LLC,CARROLL,LEE,COE 34-12-4     10H,10H,63,"33,751",164,91
34019224280000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,JC ACRES 12-12-5     1H,1H,30,"40,377",390,91
34019224260000,2020,1,EAP OHIO LLC,CARROLL,PERRY,SMITH NURSERY 19-13-5     12H,12H,311,"59,494",443,89
34019224200000,2020,1,EAP OHIO LLC,CARROLL,LEE,BRYAN SHAW 21-13-5     6H,6H,526,"49,702",232,91
34019224100000,2020,1,EAP OHIO LLC,CARROLL,PERRY,WALTERS 30-12-5     6H,6H,854,"36,957",125,91
34019226570000,2020,1,EAP OHIO LLC,CARROLL,WASHINGTON,DONNA OTT 8-14-5     4H,4H,411,"90,733","1,117",91
34019227280000,2020,1,EAP OHIO LLC,CARROLL,ORANGE,DONALD 22-13-6     7H,7H,"5,370","37,312",608,91
34019226540000,2020,1,EAP OHIO LLC,CARROLL,WASHINGTON,DEAN OTT 7-14-5     5H,5H,237,"50,154",242,91
34019221120000,2020,1,EAP OHIO LLC,CARROLL,EAST,SCHMUCK 31-14-4     8H,8H,19,"37,020",149,91
34019222070000,2020,1,EAP OHIO LLC,CARROLL,PERRY,SCOTT 24-12-5     6H,6H,260,"32,427",274,91
34019221480000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,TUCKOSH 35-11-4     10H,10H,0,"38,390",302,91
34019222040000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,ELWOOD 32-12-4     5H,5H,1,"28,375",195,91
34019227140000,2020,1,EAP OHIO LLC,CARROLL,PERRY,EDIE 17-13-6     5H,5H,"8,265","54,804",622,91
34019225220000,2020,1,EAP OHIO LLC,CARROLL,LEE,PETERSON 36-12-4     3H,3H,1,"41,461",92,91
34019225900000,2020,1,EAP OHIO LLC,CARROLL,EAST,HESTON 13-15-5     1H,1H,670,"50,424",298,91
34019225890000,2020,1,EAP OHIO LLC,CARROLL,EAST,HESTON 13-15-5     6H,6H,468,"80,571",519,91
34019225770000,2020,1,EAP OHIO LLC,CARROLL,EAST,G SALTSMAN 28-14-4     8H,8H,0,"86,565",408,91
34019225680000,2020,1,EAP OHIO LLC,CARROLL,UNION,HOLMES 26-13-5     10H,10H,665,"67,823",31,91
34019223480000,2020,1,EAP OHIO LLC,CARROLL,UNION,MARSHA 18-14-6     3H,3H,"1,580","25,441",122,88
34019225340000,2020,1,EAP OHIO LLC,CARROLL,UNION,STANTON 29-13-5     6H,6H,755,"45,730",191,91
34019223410000,2020,1,EAP OHIO LLC,CARROLL,UNION,MARSHA 18-14-6     5H,5H,"1,581","24,230",170,89
34019223400000,2020,1,EAP OHIO LLC,CARROLL,UNION,MARSHA 18-14-6     10H,10H,"1,768","26,146",557,88
34019223380000,2020,1,EAP OHIO LLC,CARROLL,WASHINGTON,SCHMUCK FARMS 22-14-5     8H,8H,386,"35,304",229,91
34019223250000,2020,1,EAP OHIO LLC,CARROLL,FOX,JAVERSAK A 23-13-4     3H,3H,0,"20,592",85,91
34019221220000,2020,1,EAP OHIO LLC,CARROLL,PERRY,WALTERS 30-12-5     8H,8H,417,"20,760",419,91
34019225270000,2020,1,EAP OHIO LLC,CARROLL,LEE,PETERSON 36-12-4     201H,201H,10,"73,987",578,91
34019226070000,2020,1,EAP OHIO LLC,CARROLL,PERRY,LEGGETT 5-13-6     10H,10H,"1,448","47,767",768,88
34019221650000,2020,1,EAP OHIO LLC,CARROLL,UNION,RUTLEDGE 10-14-6     5H,5H,"16,888","205,202","2,537",91
34019225070000,2020,1,EAP OHIO LLC,CARROLL,PERRY,POINSETTIA 36-12-5     8H,8H,"1,133","34,301",472,91
34019224960000,2020,1,EAP OHIO LLC,CARROLL,LEE,SMELTZ 23-13-5     8H,8H,537,"28,028",454,91
34019224920000,2020,1,EAP OHIO LLC,CARROLL,LEE,SMELTZ 23-13-5     1H,1H,"1,001","43,557",56,91
34019224730000,2020,1,EAP OHIO LLC,CARROLL,FOX,BEADNELL 12-13-4     3H,3H,3,"147,455",706,91
34019224630000,2020,1,EAP OHIO LLC,CARROLL,EAST,7R 20-14-4     8H,8H,74,"95,435",51,91
34019224580000,2020,1,EAP OHIO LLC,CARROLL,LEE,HOUYOUSE 15-13-5     3H,3H,286,"27,397",405,91
34019224300000,2020,1,EAP OHIO LLC,CARROLL,UNION,MITCHELL 34-13-5     10H,10H,748,"25,389",209,91
34019224090000,2020,1,EAP OHIO LLC,CARROLL,PERRY,SMITH NURSERY 19-13-5     6H,6H,458,"71,216",786,44
34019224140000,2020,1,EAP OHIO LLC,CARROLL,FOX,JONES A 33-13-4     10H,10H,0,"90,257",447,91
34019224230000,2020,1,EAP OHIO LLC,CARROLL,LEE,BRYAN SHAW 21-13-5     5H,5H,580,"36,549",722,91
34019223190000,2020,1,EAP OHIO LLC,CARROLL,LEE,EVANS 21-12-4     3H,3H,4,"106,073",400,91
34019224570000,2020,1,EAP OHIO LLC,CARROLL,LEE,HOUYOUSE 15-13-5     5H,5H,514,"38,781",435,91
34019221340000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,TUCKOSH 35-11-4     3H,3H,0,"75,009",208,91
34019221270000,2020,1,EAP OHIO LLC,CARROLL,AUGUSTA,LOZIER 14-15-5     3H,3H,707,"26,342",187,91
34019221130000,2020,1,EAP OHIO LLC,CARROLL,PERRY,SCOTT 24-12-5     8H,8H,248,"40,350",145,91
34019223080000,2020,1,EAP OHIO LLC,CARROLL,PERRY,RAY HAYLEY 5-13-6     6H,6H,"1,400","24,989",967,91
34019221020000,2020,1,EAP OHIO LLC,CARROLL,LEE,BAILEY 35-12-4     1H,1H,20,"37,930",292,91
34019220980000,2020,1,EAP OHIO LLC,CARROLL,LEE,SNODDY 11-13-5     1H,1H,380,"27,565",215,91
34019221950000,2020,1,EAP OHIO LLC,CARROLL,LEE,COE 34-12-4     1H,1H,170,"36,531",162,91
34019223070000,2020,1,EAP OHIO LLC,CARROLL,PERRY,RAY HAYLEY 5-13-6     5H,5H,"2,239","41,842",620,91
34019224330000,2020,1,EAP OHIO LLC,CARROLL,UNION,MITCHELL 34-13-5     6H,6H,892,"24,406",174,91
34019220970000,2020,1,EAP OHIO LLC,CARROLL,LEE,SNODDY 11-13-5     5H,5H,333,"19,810",160,91
34019220930000,2020,1,EAP OHIO LLC,CARROLL,HARRISON,CAIRNS     5H,5H,0,0,0,0
34019225970000,2020,1,EAP OHIO LLC,CARROLL,AUGUSTA,PIDGEON A 22-15-5     5H,5H,"1,292","39,614",219,91
34019220810100,2020,1,EAP OHIO LLC,CARROLL,CENTER,SHAW 20-14-5     5H,5H,493,"22,801",440,91
34019225980000,2020,1,EAP OHIO LLC,CARROLL,ORANGE,DONALD 22-13-6     6H,6H,"3,974","29,182","1,700",91
34019220760100,2020,1,EAP OHIO LLC,CARROLL,WASHINGTON,HARVEY 16-14-5     8H,8H,226,"22,037",363,91
34019224720000,2020,1,EAP OHIO LLC,CARROLL,PERRY,R MILLER 25-13-5     10H,10H,791,"26,364",109,91
34019226440000,2020,1,EAP OHIO LLC,CARROLL,UNION,SAUERS 8-14-6     10H,10H,"2,798","46,251","1,537",91
34019224840000,2020,1,EAP OHIO LLC,CARROLL,LEE,WHITE 17-13-5     1H,1H,695,"39,408",32,91
34019226260000,2020,1,EAP OHIO LLC,CARROLL,FOX,CTF 32-13-4     3H,3H,34,"60,078",38,91
34019226170000,2020,1,EAP OHIO LLC,CARROLL,AUGUSTA,WEST 4-15-5     206H,206H,"1,920","40,174",278,91
34019224080000,2020,1,EAP OHIO LLC,CARROLL,PERRY,WALTERS 30-12-5     10H,10H,511,"38,837",337,91
34019226160000,2020,1,EAP OHIO LLC,CARROLL,UNION,SAUERS 8-14-6     6H,6H,"4,252","48,891",750,91
34019226120000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,WOODLAND 26-12-4     5H,5H,0,"61,773",389,91
34019226110000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,WOODLAND 26-12-4     10H,10H,0,"65,938",91,89
34019221390100,2020,1,EAP OHIO LLC,CARROLL,LEE,P BROWN 9-13-5     1H,1H,370,"28,256",311,91
34019220880000,2020,1,EAP OHIO LLC,CARROLL,LEE,WHITE 17-13-5     8H,8H,333,"25,468",346,91
34019223930000,2020,1,EAP OHIO LLC,CARROLL,PERRY,WALTERS 30-12-5     5H,5H,626,"40,649",571,91
34019221730000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,KOHLER 1-13-5     8H,8H,0,"50,500",103,91
34019223010000,2020,1,EAP OHIO LLC,CARROLL,WASHINGTON,HARVEY 16-14-5     3H,3H,286,"25,383",314,91
34019222290000,2020,1,EAP OHIO LLC,CARROLL,UNION,BRUNK 32-13-5     8H,8H,468,"15,727",286,91
34019222270000,2020,1,EAP OHIO LLC,CARROLL,UNION,BRUNK 32-13-5     5H,5H,735,"17,848",254,91
34019223040000,2020,1,EAP OHIO LLC,CARROLL,FOX,CTF 32-13-4     8H,8H,0,"86,136",988,91
34019221010000,2020,1,EAP OHIO LLC,CARROLL,LEE,BAILEY 35-12-4     3H,3H,22,"41,008",511,91
34019220960000,2020,1,EAP OHIO LLC,CARROLL,LEE,HOUYOUSE 15-13-5     8H,8H,250,"33,801",258,91
34019221800000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,LUCAS 35-11-4     8H,8H,0,"72,692",290,91
34019223320000,2020,1,EAP OHIO LLC,CARROLL,EAST,CONIGLIO 7-14-4     3H,3H,449,"28,211",36,91
34019223370000,2020,1,EAP OHIO LLC,CARROLL,WASHINGTON,SCHMUCK FARMS 22-14-5     10H,10H,613,"41,552",250,91
34019223750000,2020,1,EAP OHIO LLC,CARROLL,EAST,S FARMS 32-14-4     8H,8H,24,"33,908",13,91
34019221030000,2020,1,EAP OHIO LLC,CARROLL,EAST,BUCEY 21-14-4     5H,5H,113,"40,058",554,91
34019221840000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,SLATES 16-12-5     6H,6H,303,"45,558",149,91
34019221780000,2020,1,EAP OHIO LLC,CARROLL,HARRISON,MORSHEISER 26-15-6     10H,10H,"2,102","17,327",129,91
34019223950000,2020,1,EAP OHIO LLC,CARROLL,LEE,P BROWN 9-13-5     10H,10H,80,"34,405",187,91
34019221920000,2020,1,EAP OHIO LLC,CARROLL,PERRY,SCOTT 24-12-5     10H,10H,260,"36,683",183,91
34019223970000,2020,1,EAP OHIO LLC,CARROLL,LEE,P BROWN 9-13-5     6H,6H,163,"35,174",105,91
34019224020000,2020,1,EAP OHIO LLC,CARROLL,LEE,COOPER 8-13-5     8H,8H,127,"35,942",174,91
34019222060000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,COLESCOTT 11-12-5     1H,1H,92,"33,036",253,91
34019220950000,2020,1,EAP OHIO LLC,CARROLL,LEE,WHITE 17-13-5     3H,3H,533,"17,941",37,91
34019220940000,2020,1,EAP OHIO LLC,CARROLL,ROSE,OTT 13-16-7     10H,10H,"1,012","10,190",67,91
34019226520000,2020,1,EAP OHIO LLC,CARROLL,WASHINGTON,DEAN OTT 7-14-5     6H,6H,272,"58,336",274,91
34019220920000,2020,1,EAP OHIO LLC,CARROLL,LEE,WHITE 17-13-5     10H,10H,353,"26,437",416,91
34019220850000,2020,1,EAP OHIO LLC,CARROLL,CENTER,BURGETT 7-15-6     8H-RS,8H-RS,"1,475","20,767",298,91
34019220750000,2020,1,EAP OHIO LLC,CARROLL,WASHINGTON,NEIDER 10-14-5     3H,3H,196,"36,638",210,91
34019221820000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,ELWOOD SOUTH 32-12-4     10H,10H,0,"44,493",469,91
34019221470000,2020,1,EAP OHIO LLC,CARROLL,UNION,CUMMINGS 17-14-6     10H,10H,"1,875","20,679","1,012",91
34019221640000,2020,1,EAP OHIO LLC,CARROLL,UNION,RUTLEDGE 10-14-6     6H,6H,0,0,0,0
34019221610000,2020,1,EAP OHIO LLC,CARROLL,LEE,P BROWN 9-13-5     5H,5H,242,"38,272",60,91
34019222830000,2020,1,EAP OHIO LLC,CARROLL,LEE,ENOLD 3-13-5     1H,1H,64,"47,458",791,91
34019222890000,2020,1,EAP OHIO LLC,CARROLL,UNION,DAVIS FARMS 2-14-6     1H,1H,"1,146","14,952",62,91
34019222920000,2020,1,EAP OHIO LLC,CARROLL,CENTER,BURGETT 7-15-6     3H,3H,"1,250","14,783",218,91
34019222940000,2020,1,EAP OHIO LLC,CARROLL,UNION,MARSHA 18-14-6     6H,6H,782,"7,974","4,143",45
34019222950000,2020,1,EAP OHIO LLC,CARROLL,UNION,PUTNAM 34-13-5     3H,3H,"1,482","31,786",255,91
34019222960000,2020,1,EAP OHIO LLC,CARROLL,UNION,PUTNAM 34-13-5     8H,8H,850,"31,522",181,91
34019222760000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,ANDERSON 31-12-4     1H,1H,4,"48,674",139,91
34019222660000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,APPALACHIAN 16-12-5     6H,6H,112,"56,247",354,91
34019223000000,2020,1,EAP OHIO LLC,CARROLL,UNION,PUTNAM 34-13-5     6H,6H,"1,070","33,123",237,91
34019222340000,2020,1,EAP OHIO LLC,CARROLL,PERRY,FLIGIEL 29-12-5     3H,3H,569,"18,115",159,91
34019221580000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,WALKER 12-12-5     8H,8H,42,"43,455",400,91
34019226940000,2020,1,EAP OHIO LLC,CARROLL,ORANGE,DELMAR 24-13-6     6H,6H,"2,568","18,767",154,91
34019221370000,2020,1,EAP OHIO LLC,CARROLL,CENTER,BURGETT 7-15-6     10H,10H,"1,143","15,566",219,91
34019221360000,2020,1,EAP OHIO LLC,CARROLL,LEE,P BROWN 9-13-5     8H,8H,133,"34,553",413,91
34019221280000,2020,1,EAP OHIO LLC,CARROLL,AUGUSTA,LOZIER 14-15-5     5H,5H,"1,063","43,051",377,91
34019221170000,2020,1,EAP OHIO LLC,CARROLL,PERRY,FLIGIEL 29-12-5     8H,8H,535,"32,162",416,91
34019221100000,2020,1,EAP OHIO LLC,CARROLL,CENTER,BURGETT 7-15-6     6H,6H,"1,301","14,614",230,91
34019221050000,2020,1,EAP OHIO LLC,CARROLL,LEE,SNODDY 11-13-5     6H,6H,196,"25,487",112,91
34019221040000,2020,1,EAP OHIO LLC,CARROLL,EAST,BUCEY 21-14-4     6H,6H,0,"26,102",209,91
34019222620000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,WALKER 12-12-5     3H,3H,101,"44,848",298,91
34019222590000,2020,1,EAP OHIO LLC,CARROLL,LEE,ENOLD 3-13-5     3H,3H,157,"31,134",547,91
34019222570000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,JC ACRES 12-12-5     3H,3H,357,"101,205",36,91
34019222530000,2020,1,EAP OHIO LLC,CARROLL,EAST,HALEY 8-14-4     10H,10H,204,"30,435",242,91
34019221590000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,WALKER 12-12-5     10H,10H,14,"47,490",328,91
34019221430000,2020,1,EAP OHIO LLC,CARROLL,LEE,WAGNER 11-13-5     5H,5H,259,"33,474",146,91
34019226670000,2020,1,EAP OHIO LLC,CARROLL,CENTER,GRIFFETH 7-15-6     7H,7H,"3,709","55,616",857,83
34019226660000,2020,1,EAP OHIO LLC,CARROLL,CENTER,GRIFFETH 7-15-6     6H,6H,"4,898","53,439",862,80
34019224650000,2020,1,EAP OHIO LLC,CARROLL,EAST,7R 20-14-4     1H,1H,364,"54,869",516,91
34019221210000,2020,1,EAP OHIO LLC,CARROLL,EAST,BURRY 20-14-4     8H,8H,0,"42,848",245,91
34019224770000,2020,1,EAP OHIO LLC,CARROLL,PERRY,R MILLER 25-13-5     8H,8H,946,"22,908",277,91
34019224850000,2020,1,EAP OHIO LLC,CARROLL,LEE,WHITE 17-13-5     5H,5H,182,"31,299",222,91
34019226640000,2020,1,EAP OHIO LLC,CARROLL,CENTER,GRIFFETH 7-15-6     1H,1H,"2,348","28,844",627,81
34019221240000,2020,1,EAP OHIO LLC,CARROLL,WASHINGTON,NEIDER 10-14-5     8H,8H,153,"43,238",248,91
34019221260000,2020,1,EAP OHIO LLC,CARROLL,AUGUSTA,LOZIER 14-15-5     1H,1H,"1,542","48,032",351,91
34019221380100,2020,1,EAP OHIO LLC,CARROLL,LOUDON,TUCKOSH 35-11-4     1H,1H,0,"48,625",271,91
34019224480000,2020,1,EAP OHIO LLC,CARROLL,WASHINGTON,SCHMUCK FARMS 22-14-5     4H,4H,"1,233","49,218",402,91
34019220730100,2020,1,EAP OHIO LLC,CARROLL,AUGUSTA,MANGUN 22-15-5     8H,8H,650,"39,656",253,91
34019221420000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,SLATES 16-12-5     3H,3H,305,"31,716",224,91
34019226750000,2020,1,EAP OHIO LLC,CARROLL,PERRY,BARNHART 36-12-5     106H,106H,"1,600","31,203",347,91
34019221700000,2020,1,EAP OHIO LLC,CARROLL,FOX,STARKEY 36-13-4     5H,5H,84,"17,790",394,91
34019221710000,2020,1,EAP OHIO LLC,CARROLL,AUGUSTA,LOZIER 14-15-5     8H,8H,485,"32,133",273,91
34019223090000,2020,1,EAP OHIO LLC,CARROLL,PERRY,RAY HAYLEY 5-13-6     10H,10H,"2,817","59,924",912,91
34019221720000,2020,1,EAP OHIO LLC,CARROLL,UNION,RUTLEDGE 10-14-6     1H,1H,"1,348","15,816","3,754",27
34019223940000,2020,1,EAP OHIO LLC,CARROLL,PERRY,WALTERS 30-12-5     3H,3H,600,"24,153",187,91
34019221760000,2020,1,EAP OHIO LLC,CARROLL,UNION,RUTLEDGE 10-14-6     8H,8H,0,0,0,0
34019221770000,2020,1,EAP OHIO LLC,CARROLL,UNION,RUTLEDGE 10-14-6     10H,10H,0,0,0,0
34019221790000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,COLESCOTT 11-12-5     3H,3H,177,"49,411",269,91
34019221810000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,ELWOOD SOUTH 32-12-4     8H,8H,0,"55,556",563,91
34019221830000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,SLATES 16-12-5     10H,10H,192,"35,152",276,91
34019221850000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,SLATES 16-12-5     1H,1H,526,"34,476",99,91
34019224470000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,WOODLAND 26-12-4     3H,3H,0,"76,652",445,91
34019224550000,2020,1,EAP OHIO LLC,CARROLL,PERRY,JAVERSAK 28-12-5     5H,5H,796,"36,783",251,91
34019221930000,2020,1,EAP OHIO LLC,CARROLL,PERRY,FLIGIEL 29-12-5     10H,10H,410,"31,586",300,91
34019224050000,2020,1,EAP OHIO LLC,CARROLL,EAST,BAINTER 25-15-5     10H,10H,243,"34,989",112,91
34019227000000,2020,1,EAP OHIO LLC,CARROLL,ORANGE,DELMAR 24-13-6     5H,5H,"2,850","23,432",580,90
34019224170000,2020,1,EAP OHIO LLC,CARROLL,FOX,JONES A 33-13-4     3H,3H,60,"40,738",492,91
34019227020000,2020,1,EAP OHIO LLC,CARROLL,ORANGE,ELLIE 19-14-6     8H,8H,"10,611","74,594","2,295",91
34019224180000,2020,1,EAP OHIO LLC,CARROLL,LOUDON,WOODLAND 26-12-4     6H,6H,0,"76,543",676,91
34019224220000,2020,1,EAP OHIO LLC,CARROLL,LEE,BRYAN SHAW 21-13-5     1H,1H,614,"34,100",41,91
34019227070000,2020,1,EAP OHIO LLC,CARROLL,ORANGE,ELLIE 19-14-6     2H,2H,"2,440","35,048",861,91
34019227310000,2020,1,EAP OHIO LLC,CARROLL,ORANGE,DONALD 22-13-6     9H,9H,"6,552","41,374",626,91
34019227570000,2020,1,EAP OHIO LLC,CARROLL,UNION,RUTLEDGE 10-14-6     4H,4H,"32,533","215,902","15,631",91
34019224240000,2020,1,EAP OHIO LLC,CARROLL,LEE,BRYAN SHAW 21-13-5     10H,10H,594,"48,934",603,91
34019226690000,2020,1,EAP OHIO LLC,CARROLL,CENTER,GRIFFETH 7-15-6     9H,9H,"4,276","47,748",817,80
34019227120000,2020,1,EAP OHIO LLC,CARROLL,PERRY,EDIE 17-13-6     3H,3H,"5,471","79,077","3,293",91
34019224560000,2020,1,EAP OHIO LLC,CARROLL,FOX,BEADNELL A 21-13-4     3H,3H,0,"71,253",273,91
34019220840100,2020,1,EAP OHIO LLC,CARROLL,EAST,CONIGLIO 7-14-4     6H,6H,236,"33,807",549,91
34019220890100,2020,1,EAP OHIO LLC,CARROLL,LEE,BAILEY 35-12-4     6H,6H,48,"41,143",526,91
34019220900100,2020,1,EAP OHIO LLC,CARROLL,LEE,TANNER 24-12-4     10H,10H,0,"7,358",23,30
34019220990000,2020,1,EAP OHIO LLC,CARROLL,LEE,HOUYOUSE 15-13-5     1H,1H,562,"30,191",444,91
34019221000000,2020,1,EAP OHIO LLC,CARROLL,LEE,HOUYOUSE 15-13-5     6H,6H,175,"27,252",34,91
34019227090000,2020,1,EAP OHIO LLC,CARROLL,ORANGE,ELLIE 19-14-6     1H,1H,"3,404","36,750",693,91
34019227060000,2020,1,EAP OHIO LLC,CARROLL,ORANGE,ELLIE 19-14-6     3H,3H,"2,208","30,824",831,91
34019227050000,2020,1,EAP OHIO LLC,CARROLL,ORANGE,ELLIE 19-14-6     4H,4H,"2,739","33,349",503,91
34019227010000,2020,1,EAP OHIO LLC,CARROLL,ORANGE,DELMAR 24-13-6     4H,4H,"2,320","18,324",290,91
34019221110000,2020,1,EAP OHIO LLC,CARROLL,AUGUSTA,MANGUN 22-15-5     3H,3H,873,"17,539",147,91
34019226990000,2020,1,EAP OHIO LLC,CARROLL,ORANGE,DELMAR 24-13-6     2H,2H,"2,653","22,130",373,91
